카드 ID,카드명,카드 브랜드,체크/신용,이미지 URL,카드 디테일 링크,통합혜택,대분류태그,소분류태그
460,펭수 노리 체크카드(펭모티콘),KB국민카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/561/card_img/21266/561card.png,https://www.card-gorilla.com/card/detail/561,대중교통 버스 지하철 청구할인 통신 이동통신요금 원 환급할인 영화 CGV 푸드 아웃백 VIPS 스타벅스 테마파크 에버랜드 롯데월드 금융 금융수수료 면제 서비스 편의점 GS 도서 교보문고 기타 통합할인한도,"['디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '음/식료품소매', '교통서비스', '제과/제빵/떡/케익', '휴게소/대형업체']"
461,올바른 GIVE 카드,NH농협카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/562/card_img/21267/562card.png,https://www.card-gorilla.com/card/detail/562,기타 전가맹점 러브포인트 적립 생활 대 업종 청구할인 통신 이동통신요금 자동납부건 천원 월 회 병원 종합건강검진비 만원 연 테마파크 전국 주요 놀이공원 할인 통합 프리미엄 서비스 Mastercard 제공,"['의료/건강', '생활서비스', '여가/오락']","['취미/오락', '일반병원', '교통서비스']"
462,위 레아카드(스카이패스),NH농협카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/563/card_img/21270/563card.png,https://www.card-gorilla.com/card/detail/563,대한항공 국내 마일리지 해외 적립국내 특별 가맹점 적립 바우처 프리미엄 서비스 매년 회 택 보너스 포인트 공항라운지 전세계 공항 라운지 무료 이용 MASTERCARD WORLD PREMIUM SERVICES,['생활서비스'],['전문서비스']
463,위 레아카드(포인트),NH농협카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/564/card_img/21271/564card.png,https://www.card-gorilla.com/card/detail/564,적립 국내 해외 적립국내 특별 가맹점 바우처 프리미엄 서비스 매년 회 택 보너스 포인트 공항라운지 전세계 공항 라운지 무료 이용 UNIONPAY DIAMOND PREMIUM SERVICESMASTERCARD WORLD SERVICES,['생활서비스'],['전문서비스']
464,위 테라카드(스카이패스),NH농협카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/565/card_img/21272/565card.png,https://www.card-gorilla.com/card/detail/565,대한항공 국내 마일리지 해외 적립주말 적립 바우처 프리미엄 서비스 매년 회 택 카페 전세계 스타벅스 이용시 천원 청구할인 월 공항라운지 공항 라운지 무료 이용 VISA SIGNATURE PREMIUM SERVICES,"['디저트', '식사']",['제과/제빵/떡/케익']
465,위 테라카드(아시아나클럽),NH농협카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/566/card_img/21273/566card.png,https://www.card-gorilla.com/card/detail/566,아시아나항공 국내 마일리지 해외 적립주말 적립 바우처 프리미엄 서비스 매년 회 택 카페 전세계 스타벅스 이용시 천원 청구할인 월 공항라운지 공항 라운지 무료 이용 VISA SIGNATURE PREMIUM SERVICES,"['디저트', '식사']",['제과/제빵/떡/케익']
466,위 테라카드(포인트),NH농협카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/567/card_img/21274/567card.png,https://www.card-gorilla.com/card/detail/567,적립 국내 해외 적립주말 바우처 프리미엄 서비스 매년 회 택 카페 전세계 스타벅스 이용시 천원 청구할인 월 공항라운지 공항 라운지 무료 이용,"['디저트', '식사']",['제과/제빵/떡/케익']
467,부릉 삼성카드 BIZ,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/568/card_img/28059/568card.png,https://www.card-gorilla.com/card/detail/568,적립 커피 이동통신 주유 등 빅포인트 베이커리 파리바게뜨 배스킨라빈스 던킨도너츠 결제일할인 영화 CGV 및 롯데시네마 원 생활 부가세환급 편의지원서비스 전자세금계산서 월 건 무료 제공,"['디저트', '생활서비스', '여가/오락']","['커피/음료', '제과/제빵/떡/케익', '연료판매']"
468,현대카드 DIGITAL LOVER,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/569/card_img/21302/569card.png,https://www.card-gorilla.com/card/detail/569,생활 대 디지털 스트리밍 서비스 만원 청구 할인 간편결제 온라인 간편결제서비스 선택형 서로 다른 매력이 있는 종의 디자인 중에서 하나를 선택해 발급,"['전자상거래', '생활서비스']",['전문서비스']
469,이로운카드,IBK기업은행,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/570/card_img/21303/570card.png,https://www.card-gorilla.com/card/detail/570,할인 대 생활영역 이용금액 기본캐시백 이용금액이 가장 많은 영역 추가캐시백 푸드 음식점 온라인쇼핑 온라인 쇼핑 마트 편의점 대형마트 통신 통신비 병원 종합병원 병의원 한의원 치과 교통,"['전자상거래', '의료/건강', '소매/유통']","['음/식료품소매', '인터넷쇼핑', '종합병원', '일반병원']"
470,어디서나 체크카드,우체국,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/571/card_img/21304/571card.png,https://www.card-gorilla.com/card/detail/571,쇼핑 전통시장 캐시백 대형마트 대 홈쇼핑 다이소 푸드 음식점 포인트 적립 파리바게트 뚜레쥬르 엔제리너스 카페베네 스타벅스 이디야 폴바셋 주유소 SK주유 L당 원 알뜰주유 OTT 영화 문화 메가박스 현장구매 홈페이지 예매시 Yes 교보문고 인터넷 기타 우편 택배 EMS 우표구매 우체국쇼핑,"['디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['문화서비스', '제과/제빵/떡/케익', '연료판매']"
471,포미 하이브리드 체크카드,우체국,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/572/card_img/21305/572card.png,https://www.card-gorilla.com/card/detail/572,마트 편의점 GS CU 캐시백 이마트 롯데마트 홈플러스 간편결제 삼성페이 카카오페이 네이버페이 온라인쇼핑 G마켓 번가 쿠팡 통신 통신료 SKT KT LG U 천원 배달앱 배달의 민족,"['전자상거래', '식사', '생활서비스', '소매/유통']","['음식배달서비스', '음/식료품소매', '인터넷쇼핑']"
472,다드림 체크카드,우체국,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/573/card_img/21306/573card.png,https://www.card-gorilla.com/card/detail/573,적립 국내 전 가맹점 이용금액의 우체국 포인트 우편 우체국쇼핑 통신 알뜰폰 통신료 멤버십포인트 전국 Oh point 가맹점에서 또는 사용 가능 금융 다드림 통장 우대서비스,['생활서비스'],['전문서비스']
473,드림플러스 아시아나 체크카드,우체국,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/574/card_img/21307/574card.png,https://www.card-gorilla.com/card/detail/574,아시아나항공 할인가맹점 이용액 원 당 마일리지 적립 그 외 전 가맹점 해외이용 해외 이용 시 캐시백 온라인쇼핑 쿠팡 티몬 위메프 마트 편의점 GS CU 세븐일레븐 캐시백홈플러스 이마트 트레이더스 롯데마트 롯데VIC마켓 카페 스타벅스 투썸플레이스 이디야 주유소 SK주유 L당 할인 면세점 영화 CGV 롯데시네마 메가박스 금융 우체국 서비스 우편 쇼핑,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['음/식료품소매', '연료판매', '제과/제빵/떡/케익', '인터넷쇼핑', '커피/음료']"
474,라이프+플러스 체크카드,우체국,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/575/card_img/21312/575card.png,https://www.card-gorilla.com/card/detail/575,선택형 원하는 카드 유형을 선택하세요 쇼핑 국내 서비스 온라인 홈쇼핑 마트 편의점 대형마트 애완동물 반려동물 레저 스포츠 기타 우체국 해외 전 가맹점 저가항공 UniMile 유니마일 플랫폼,['소매/유통'],['음/식료품소매']
475,young利한(영리한) 체크카드,우체국,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/576/card_img/21313/576card.png,https://www.card-gorilla.com/card/detail/576,푸드 죠스떡볶이 롯데리아 맥도날드 버거킹 캐시백 화장품 더페이스샵 미샤 이니스프리 학원 YBM시사 파고다 토익 TEPS 응시료 도서 교보문고 YES 통신 통신요금 월 최대 원 기차 코레일 편의점 GS 카페 스타벅스 카페베네 엔제리너스 영화 CGV 메가박스 롯데시네마 기타 우편서비스 전통시장 중소슈퍼 통합할인,"['디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['음/식료품소매', '화장품소매', '교통서비스', '제과/제빵/떡/케익', '패스트푸드']"
476,네이버페이 신한카드,신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/577/card_img/21314/577card.png,https://www.card-gorilla.com/card/detail/577,네이버페이 네이버페이포인트 적립네이버 카드간편결제 추가적립,"['전자상거래', '생활서비스', '소매/유통']",['인터넷쇼핑']
477,금융포인트리카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/578/card_img/21317/578card.png,https://www.card-gorilla.com/card/detail/578,금융 금융포인트 적립KB증권 매매수수료의 적립 기타 다양한 KB금융 서비스 혜택,['생활서비스'],['전문서비스']
478,I’m YOLO 플래티넘,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/579/card_img/21320/579card.png,https://www.card-gorilla.com/card/detail/579,대한항공 국내외 온 오프라인 가맹점 원당 마일리지 적립해외 커피 택시 편의점 대중교통 추가 적립 공항라운지 The Lounge Members 무료 이용 서비스 프리미엄 Mastercard Platinum,"['디저트', '생활서비스', '소매/유통']","['커피/음료', '음/식료품소매', '교통서비스']"
479,Easy pick 티타늄 카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/580/card_img/21321/580card.png,https://www.card-gorilla.com/card/detail/580,온라인쇼핑 Easy 서비스 인터넷쇼핑몰 적립 배달앱 대형마트 주유 주유소 충전소 피트니스 대중교통 Basic 통신 이동통신 APP 인터넷 쇼핑몰 앱카드 결제 렌탈 정수기 선택형 Pick 선호영역 택 프리미엄 티타늄,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스']","['음식배달서비스', '교통서비스', '연료판매', '차량관리/서비스', '인터넷쇼핑', '커피/음료']"
480,I’m Powerful,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/581/card_img/21322/581card.png,https://www.card-gorilla.com/card/detail/581,모든가맹점 국내외 가맹점 결제일 할인 슈퍼 병원 커피 편의점 최대 이동통신 대중교통,"['디저트', '의료/건강', '생활서비스', '소매/유통']","['커피/음료', '음/식료품소매', '일반병원', '교통서비스']"
481,I’m WONDERFUL platinum,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/582/card_img/21323/582card.png,https://www.card-gorilla.com/card/detail/582,국내외가맹점 기본할인 국내외 가맹점 결제일 할인 특별할인 건별 만원 이상 결제 시 프리미엄 서비스 공항라운지 The Lounge Members 무료 이용 Mastercard Platinum,['생활서비스'],['전문서비스']
482,우리 K-패스(신용),우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/583/card_img/33530/583card.png,https://www.card-gorilla.com/card/detail/583,대중교통 K 패스 사업 지역 안내 할인 생활 편의 서비스 밀착,['생활서비스'],['교통서비스']
483,우리 K-패스 (COOKIE CHECK),우리카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/584/card_img/33529/584card.png,https://www.card-gorilla.com/card/detail/584,대중교통 K 패스 사업 지역 안내 해외 서비스 Mastercard 브랜드 발급 시 제공 캐시백 국내서비스,['생활서비스'],['교통서비스']
484,행복한 체크카드,우체국,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/585/card_img/21340/585card.png,https://www.card-gorilla.com/card/detail/585,병원 약국 의원 모든 캐시백 학원 대형마트 마트 공연 전시 문화 기타 순수 우편서비스 우체국쇼핑 캐시백지자체 시설 무료입장 및 할인 에코머니 적립 등,"['공연/전시', '의료/건강', '소매/유통']","['공연관람', '문화서비스', '전시장', '일반병원']"
485,어피치 스윗 체크카드,NH농협카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/586/card_img/21342/586card.png,https://www.card-gorilla.com/card/detail/586,간편결제 올원페이 카카오페이 삼성페이 온라인결제 할인 카페 스타벅스 투썸플레이스 커피빈 화장품 올리브영 랄라블라 기타 유튜브프리미엄 넷플릭스 유료 어플리케이션 공항라운지 국제공항 라운지 무료이용 서비스,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '화장품소매', '제과/제빵/떡/케익', '인터넷쇼핑', '커피/음료']"
486,모두의 쇼핑,하나카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/587/card_img/21344/587card.png,https://www.card-gorilla.com/card/detail/587,온라인쇼핑 온라인 쇼핑 적립 생활 아울렛,['전자상거래'],['인터넷쇼핑']
487,네이버페이 우리카드 체크,우리카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/588/card_img/21345/588card.png,https://www.card-gorilla.com/card/detail/588,네이버페이 포인트 적립 공항라운지 국내외 무료 이용 서비스 수수료우대 해외이용수수료 면제 프리미엄 MasterCard Platinum 제공,"['전자상거래', '소매/유통']",['인터넷쇼핑']
488,토스 신용카드,하나카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/589/card_img/21346/589card.png,https://www.card-gorilla.com/card/detail/589,해외 모든 가맹점 토스머니 적립 월 만 한도 해외이용 인출 수수료 우대 서비스 프리미엄 국제 브랜드,['전자상거래'],['전문서비스']
